major,subject_category,subject_details
지구과학교육과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구"
지구과학교육과,전문교과Ⅱ,대기 관리
지리교육과,공통과목,"영어, 사회, 윤리"
지리교육과,일반선택과목,"사회교과 : 한국지리, 세계지리, 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
지리교육과,진로선택과목,"여행지리, 사회문제 탐구"
지리교육과,전문교과Ⅰ,"지역이해, 비교 문화, 사회 탐구 방법 또는 사회과제 연구"
지리교육과,전문교과Ⅱ,"인간과 환경, 환경생태 관리"
체육교육과,공통과목,"체육, 윤리"
체육교육과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
체육교육과,진로선택과목,"스포츠 생활, 체육 탐구"
체육교육과,전문교과Ⅰ,"스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
체육교육과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
초등교육과,공통과목,"국어, 영어, 사회, 윤리"
초등교육과,일반선택과목,"사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
초등교육과,진로선택과목,"음악 연주, 미술 창작"
초등교육과,전문교과Ⅰ,"합창, 스포츠 개론, 체조 운동, 연극의 이해, 문예 창작 입문"
초등교육과,전문교과Ⅱ,"아동 생활지도, 아동 복지"
한문교육과,공통과목,"한문, 국어, 제2외국어, 미술"
한문교육과,일반선택과목,"한문ㆍ국어교과 : 한문Ⅰ, 문학, 언어와 매체, 독서, 외국어교과 : 중국어Ⅰ, 일본어Ⅰ, 기타교과 : 동아시아사, 생활과 윤리, 사회문화, 교육학, 철학"
한문교육과,진로선택과목,"한문Ⅱ, 중국어Ⅱ, 고전 읽기, 고전과 윤리, 사회문제 탐구"
한문교육과,전문교과Ⅰ,"중국문화, 전공 기초 중국어, 중국어 독해와 작문, 사회과제 연구, 사회 탐구 방법, 비교 문화"
화학교육과,공통과목,"영어, 과학, 윤리"
화학교육과,일반선택과목,"과학교과 : 화학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
화학교육과,진로선택과목,"화학Ⅱ, 융합과학, 생활과 과학"
화학교육과,전문교과Ⅰ,"고급 화학, 화학 실험, 과학과제 연구, 융합과학 탐구"
국어국문학과,공통과목,"국어, 사회, 한문, 예술"
국어국문학과,일반선택과목,"국어교과 : 화법과 작문, 문학, 언어와 매체, 독서, 사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 세계사, 예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 한문Ⅰ, 심리학, 종교학"
국어국문학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평"
국어국문학과,전문교과Ⅰ,"현대 문학 감상, 고전 문학 감상, 문예 창작 입문, 문학 개론, 문학과 매체, 시 창작, 소설 창작, 극 창작"
문예창작과,공통과목,"국어, 사회, 예술"
문예창작과,일반선택과목,"국어교과 : 문학, 언어와 매체, 독서, 화법과 작문, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 심리학, 교육학"
문예창작과,진로선택과목,"고전 읽기, 실용 국어, 심화 국어, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평"
문예창작과,전문교과Ⅰ,"현대/고전문학 감상, 문예창작입문, 문학개론, 문학과 매체, 시/소설/극 창작"
문예창작과,전문교과Ⅱ,"미디어콘텐츠 일반, 커뮤니케이션, 마케팅과 광고, 영상제작 기초"
문예창작학과,공통과목,"국어, 사회, 예술"
문예창작학과,일반선택과목,"국어교과 : 문학, 언어와 매체, 독서, 화법과 작문, 사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 예술ㆍ교양교과 : 음악, 미술, 연극, 철학, 심리학, 교육학"
문예창작학과,진로선택과목,"고전 읽기, 실용 국어, 심화 국어, 사회문제 탐구, 고전과 윤리, 음악ㆍ미술 감상 비평"
문예창작학과,전문교과Ⅰ,"현대ㆍ고전 문학 감상, 문예 창작 입문, 문학 개론, 문학과 매체, 시ㆍ소설ㆍ극 창작"
문예창작학과,전문교과Ⅱ,"미디어콘텐츠 일반, 커뮤니케이션, 마케팅과 광고, 영상 제작 기초"
기악과,공통과목,"음악, 윤리"
기악과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
기악과,진로선택과목,"음악 연주, 음악 감상과 비평"
기악과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
기악과,전문교과Ⅱ,음악 콘텐츠 제작 
관광경영학과,공통과목,"사회, 생활ㆍ교양"
관광경영학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 환경"
관광경영학과,진로선택과목,"실용 수학, 여행지리, 사회문제 탐구"
관광경영학과,전문교과Ⅰ,"정보과학, 생태와 환경, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
관광경영학과,전문교과Ⅱ,"커뮤니케이션, 비즈니스 영어, 마케팅과 광고, 빅데이터 분석"
국제학부,공통과목,"영어, 사회, 생활ㆍ교양"
국제학부,일반선택과목,"영어교과 : 영어 회화, 영어I, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 제2외국어I 과목, 철학, 논리학, 심리학, 종교학"
국제학부,진로선택과목,"여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목"
국제학부,전문교과Ⅰ,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
국제학부,전문교과Ⅱ,"커뮤니케이션, 비즈니스 영어"
사회학과,공통과목,"사회, 생활ㆍ교양"
사회학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화,  생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학"
사회학과,진로선택과목,사회문제 탐구
사회학과,전문교과Ⅰ,"국제 경제, 국제법, 지역 이해, 한국 사회의 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
사회학과,전문교과Ⅱ,"커뮤니케이션, 복지 서비스의 기초, 문화 콘텐츠 산업 일반, 빅테이터 분석"
정치외교학과,공통과목,"영어, 사회, 생활ㆍ교양"
정치외교학과,일반선택과목,"영어교과 : 영어 회화, 영어I, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 세계사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 논리학"
정치외교학과,진로선택과목,사회문제 탐구
정치외교학과,전문교과Ⅰ,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
정치외교학과,전문교과Ⅱ,커뮤니케이션
신소재응용과,공통과목,"수학, 과학, 기술ㆍ가정"
신소재응용과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
신소재응용과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 생명과학, 공학 일반"
신소재응용과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 생태와 환경, 정보과학, 과학과제연구"
신소재응용과,전문교과Ⅱ,"재료 시험, 재료 일반, 산업 설비, 프로그래밍"
재료과,공통과목,"수학, 과학, 기술ㆍ가정"
재료과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
재료과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
재료과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 과학과제연구"
재료과,전문교과Ⅱ,"공업 일반, 금속 열처리, 금속 재료 가공"
제철금속과,공통과목,"수학, 과학, 기술ㆍ가정"
제철금속과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
제철금속과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
제철금속과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
제철금속과,전문교과Ⅱ,"공업 일반, 기계 제도, 기계 일반, 기계 제어 설계"
금융경영과,공통과목,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양"
금융경영과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 사회ㆍ문화, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
금융경영과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구"
금융경영과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구"
금융경영과,전문교과Ⅱ,"회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무"
금융보험학과,공통과목,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양"
금융보험학과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 사회ㆍ문화, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
금융보험학과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구"
금융보험학과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 국제법, 지역 이해, 세계 문제와 미래 사회, 국제 관계와 국제기구, 사회 탐구 방법 및 사회과제 연구"
금융보험학과,전문교과Ⅱ,"회계 원리, 세무 일반, 금융 일반, 보험 일반, 예산ㆍ자금, 무역 금융 업무"
안경광학과,공통과목,"영어, 과학"
안경광학과,일반선택과목,"영어교과 : 영어ⅠㆍⅡ, 영어 독해와 작문, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 교양교과 : 심리학"
안경광학과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ"
안경광학과,전문교과Ⅰ,"고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학과제 연구"
안경광학과,전문교과Ⅱ,"인체 구조와 기능, 기초 간호 임상 실무, 보건 간호, 광학 재료"
자동차공학과,공통과목,"수학, 과학, 기술ㆍ가정"
자동차공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
자동차공학과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
자동차공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구"
자동차공학과,전문교과Ⅱ,"기계 제도, 자동차 일반, 자동차 기관, 자동차 전기ㆍ전자 제어, 자동차 엔진 정비, 자동차 차체 정비"
대기과학과,공통과목,"과학, 수학, 교양, 영어"
대기과학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 교양교과 : 환경, 보건학, 논술"
대기과학과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 수학과제 탐구"
대기과학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경"
대기과학과,전문교과Ⅱ,"환경화학 기초, 환경측정 관리"
천문학과,공통과목,"과학, 수학, 교양, 기술가정"
천문학과,일반선택과목,"과학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 생활ㆍ교양교과 : 정보, 논술, 철학, 논리학, 교육학"
천문학과,진로선택과목,"지구과학Ⅱ, 물리학Ⅱ, 융합과학, 과학사, 수학 과제 탐구, 기하"
천문학과,전문교과Ⅰ,"고급지구과학, 지구과학실험, 고급물리학, 물리학 실험, 과학과제 연구, 융합 과학 탐구, 심화수학Ⅰ, 심화수학Ⅱ, 고급수학Ⅰ, 고급수학Ⅱ, 정보과학"
천문학과,전문교과Ⅱ,"전기ㆍ전자 기초, 전기ㆍ전자 측정, 환경 측정 관리"
언어과학과,공통과목,"국어, 사회, 기술ㆍ가정    "
언어과학과,일반선택과목,"국어교과 : 언어와 매체, 화법과 작문, 독서, 문학, 사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 세계사, 경제, 생활ㆍ교양교과 : 철학, 심리학, 논리학, 교육학, 논술, 정보"
언어과학과,진로선택과목,"사회문제 탐구, 심화 국어, 고전 읽기, 고전과 윤리, 여행 지리"
언어과학과,전문교과Ⅰ,"문장론, 문학과 매체, 매체 미술, 정보 과학"
언어과학과,전문교과Ⅱ,"시각 디자인, 정보 처리와 관리"
미용과,공통과목,"미술, 윤리"
미용과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
미용과,진로선택과목,"미술 창작, 미술 감상과 비평"
미용과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
미용과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
뷰티미용학과,공통과목,"미술, 윤리"
뷰티미용학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
뷰티미용학과,진로선택과목,"미술 창작, 미술 감상과 비평"
뷰티미용학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
뷰티미용학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
피부미용과,공통과목,"미술, 윤리"
피부미용과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
피부미용과,진로선택과목,"미술 창작, 미술 감상과 비평"
피부미용과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
피부미용과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
소프트웨어공학과,공통과목,"수학, 과학, 기술ㆍ가정"
